mal_id,title,type,source,score,scored_by,rank,popularity,members,favorites,studios,rilis;,episodes,status,source_category,source_category_number,log_score,tahun
5114,Fullmetal Alchemist: Brotherhood,TV,Manga,9.09,2097619.0,2.0,3.0,3307272.0,224029.0,['Bones'],2009-04-05,64.0,Finished Airing,Manga,1,2.3115448343655176,2009.0
9253,Steins;Gate,TV,Visual novel,9.07,1385362.0,3.0,13.0,2536220.0,188134.0,['White Fox'],2011-04-06,24.0,Finished Airing,Novel,2,2.309560706730471,2011.0
28977,Gintama°,TV,Manga,9.06,248415.0,4.0,338.0,623423.0,16524.0,['Bandai Namco Pictures'],2015-04-08,51.0,Finished Airing,Manga,1,2.3085671646715933,2015.0
38524,Shingeki no Kyojin Season 3 Part 2,TV,Manga,9.05,1563653.0,5.0,21.0,2241037.0,58076.0,['Wit Studio'],2019-04-29,10.0,Finished Airing,Manga,1,2.307572634505085,2019.0
11061,Hunter x Hunter (2011),TV,Manga,9.04,1736934.0,7.0,10.0,2791963.0,208129.0,['Madhouse'],2011-10-02,148.0,Finished Airing,Manga,1,2.306577114263583,2011.0
9969,Gintama',TV,Manga,9.03,235147.0,9.0,394.0,549940.0,8088.0,['Sunrise'],2011-04-04,51.0,Finished Airing,Manga,1,2.305580601973844,2011.0
41467,Bleach: Sennen Kessen-hen,TV,Manga,9.03,268304.0,8.0,418.0,522760.0,20146.0,['Pierrot'],2022-10-11,13.0,Finished Airing,Manga,1,2.305580601973844,2022.0
15417,Gintama': Enchousen,TV,Manga,9.02,163829.0,11.0,735.0,322077.0,3054.0,['Sunrise'],2012-10-04,13.0,Finished Airing,Manga,1,2.3045830956567186,2012.0
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,Manga,9.02,508200.0,12.0,183.0,905414.0,30819.0,['A-1 Pictures'],2022-04-09,13.0,Finished Airing,Manga,1,2.3045830956567186,2022.0
34096,Gintama.,TV,Manga,8.98,144475.0,14.0,757.0,311241.0,2716.0,['Bandai Namco Pictures'],2017-01-09,12.0,Finished Airing,Manga,1,2.300583090323373,2017.0
42938,Fruits Basket: The Final,TV,Manga,8.98,231241.0,13.0,476.0,467679.0,19815.0,['TMS Entertainment'],2021-04-06,13.0,Finished Airing,Manga,1,2.300583090323373,2021.0
918,Gintama,TV,Manga,8.94,393263.0,15.0,139.0,1056310.0,59087.0,['Sunrise'],2006-04-04,201.0,Finished Airing,Manga,1,2.2965670206684825,2006.0
4181,Clannad: After Story,TV,Visual novel,8.93,655199.0,16.0,118.0,1183328.0,70008.0,['Kyoto Animation'],2008-10-03,24.0,Finished Airing,Novel,2,2.295560478057081,2008.0
35180,3-gatsu no Lion 2nd Season,TV,Manga,8.92,197634.0,19.0,567.0,398083.0,15007.0,['Shaft'],2017-10-14,22.0,Finished Airing,Manga,1,2.2945529212967815,2017.0
2904,Code Geass: Hangyaku no Lelouch R2,TV,Original,8.91,1183941.0,20.0,46.0,1763646.0,76372.0,['Sunrise'],2008-04-06,25.0,Finished Airing,Original,3,2.2935443483418965,2008.0
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,8.88,94485.0,22.0,1202.0,196071.0,1036.0,['Bandai Namco Pictures'],2018-07-09,14.0,Finished Airing,Manga,1,2.2905125117597764,2018.0
19,Monster,TV,Manga,8.88,407349.0,23.0,134.0,1096330.0,51725.0,['Madhouse'],2004-04-07,1.0,Finished Airing,Manga,1,2.2905125117597764,2004.0
51009,Jujutsu Kaisen 2nd Season,TV,Manga,8.86,403279.0,26.0,208.0,845705.0,18944.0,['MAPPA'],2023-07-06,23.0,Finished Airing,Manga,1,2.288486168614544,2023.0
49387,Vinland Saga Season 2,TV,Manga,8.81,288201.0,31.0,374.0,574789.0,13021.0,['MAPPA'],2023-01-10,12.0,Finished Airing,Manga,1,2.2834022735772717,2023.0
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,8.81,103056.0,33.0,1135.0,210343.0,1165.0,['Bandai Namco Pictures'],2018-01-08,12.0,Finished Airing,Manga,1,2.2834022735772717,2018.0
47917,Bocchi the Rock!,TV,4-koma manga,8.8,321613.0,34.0,406.0,537476.0,26157.0,['CloverWorks'],2022-10-09,24.0,Finished Airing,Manga,1,2.2823823856765264,2022.0
37510,Mob Psycho 100 II,TV,Web manga,8.79,951613.0,36.0,73.0,1508175.0,32185.0,['Bones'],2019-01-07,13.0,Finished Airing,Manga,1,2.281361456542419,2019.0
40028,Shingeki no Kyojin: The Final Season,TV,Manga,8.79,1304865.0,37.0,35.0,1966002.0,52075.0,['MAPPA'],2020-12-07,16.0,Finished Airing,Manga,1,2.281361456542419,2020.0
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,TV,Manga,8.78,787986.0,39.0,117.0,1188129.0,15425.0,['Production I.G'],2016-10-08,1.0,Finished Airing,Manga,1,2.280339484046726,2016.0
263,Hajime no Ippo,TV,Manga,8.77,286935.0,40.0,369.0,583263.0,21703.0,['Madhouse'],2000-10-04,1.0,Finished Airing,Manga,1,2.2793164660546914,2000.0
48583,Shingeki no Kyojin: The Final Season Part 2,TV,Manga,8.77,724892.0,42.0,103.0,1259501.0,29960.0,['MAPPA'],2022-01-10,26.0,Finished Airing,Manga,1,2.2793164660546914,2022.0
17074,Monogatari Series: Second Season,TV,Light novel,8.76,354984.0,44.0,301.0,664946.0,23352.0,['Shaft'],2013-07-07,11.0,Finished Airing,Novel,2,2.278292400425001,2013.0
47778,Kimetsu no Yaiba: Yuukaku-hen,TV,Manga,8.76,879508.0,43.0,90.0,1390253.0,24290.0,['ufotable'],2021-12-05,24.0,Finished Airing,Manga,1,2.278292400425001,2021.0
37521,Vinland Saga,TV,Manga,8.75,849937.0,46.0,78.0,1481510.0,46329.0,['Wit Studio'],2019-07-08,26.0,Finished Airing,Manga,1,2.277267285009756,2019.0
1,Cowboy Bebop,TV,Original,8.75,953804.0,45.0,43.0,1845115.0,81571.0,['Sunrise'],1998-04-03,26.0,Finished Airing,Original,3,2.277267285009756,1998.0
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,Manga,8.72,64718.0,51.0,1263.0,186163.0,3140.0,['Studio Deen'],2017-01-07,47.0,Finished Airing,Manga,1,2.2741856184723477,2017.0
2921,Ashita no Joe 2,TV,Manga,8.72,19945.0,52.0,3040.0,51147.0,2614.0,['Tokyo Movie Shinsha'],1980-10-13,12.0,Finished Airing,Manga,1,2.2741856184723477,1980.0
50172,Mob Psycho 100 III,TV,Web manga,8.71,310755.0,53.0,310.0,653046.0,9907.0,['Bones'],2022-10-06,12.0,Finished Airing,Manga,1,2.2731562823032334,2022.0
1575,Code Geass: Hangyaku no Lelouch,TV,Original,8.7,1388150.0,58.0,22.0,2229290.0,108206.0,['Sunrise'],2006-10-06,25.0,Finished Airing,Original,3,2.272125885509337,2006.0
48569,86 Part 2,TV,Light novel,8.7,272476.0,56.0,454.0,483872.0,14440.0,['A-1 Pictures'],2021-10-03,12.0,Finished Airing,Novel,2,2.272125885509337,2021.0
21939,Mushishi Zoku Shou,TV,Manga,8.69,117844.0,60.0,795.0,297686.0,1562.0,['Artland'],2014-04-05,10.0,Finished Airing,Manga,1,2.2710944259026746,2014.0
245,Great Teacher Onizuka,TV,Manga,8.69,402419.0,61.0,218.0,818372.0,26229.0,['Pierrot'],1999-06-30,43.0,Finished Airing,Manga,1,2.2710944259026746,1999.0
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV,Light novel,8.68,555780.0,62.0,188.0,892181.0,18352.0,['Studio Bind'],2021-10-04,12.0,Finished Airing,Novel,2,2.2700619012884857,2021.0
5258,Hajime no Ippo: New Challenger,TV,Manga,8.67,165246.0,67.0,843.0,282810.0,1784.0,['Madhouse'],2009-01-07,26.0,Finished Airing,Manga,1,2.269028309465203,2009.0
33352,Violet Evergarden,TV,Light novel,8.67,961865.0,65.0,48.0,1758247.0,60830.0,['Kyoto Animation'],2018-01-11,13.0,Finished Airing,Novel,2,2.269028309465203,2018.0
54898,Bungou Stray Dogs 5th Season,TV,Manga,8.66,70332.0,68.0,1386.0,166949.0,1998.0,['Bones'],2023-07-12,11.0,Finished Airing,Manga,1,2.2679936482244267,2023.0
457,Mushishi,TV,Manga,8.66,276337.0,71.0,214.0,822088.0,26725.0,['Artland'],2005-10-23,26.0,Finished Airing,Manga,1,2.2679936482244267,2005.0
34599,Made in Abyss,TV,Web manga,8.65,738154.0,72.0,93.0,1361177.0,43717.0,['Kinema Citrus'],2017-07-07,13.0,Finished Airing,Manga,1,2.2669579153508947,2017.0
23273,Shigatsu wa Kimi no Uso,TV,Manga,8.64,1335242.0,75.0,23.0,2187868.0,85229.0,['A-1 Pictures'],2014-10-10,22.0,Finished Airing,Manga,1,2.265921108622454,2014.0
41084,Made in Abyss: Retsujitsu no Ougonkyou,TV,Web manga,8.64,192064.0,73.0,520.0,431036.0,5883.0,['Kinema Citrus'],2022-07-06,12.0,Finished Airing,Manga,1,2.265921108622454,2022.0
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,TV,Manga,8.63,849541.0,76.0,97.0,1324011.0,18795.0,['A-1 Pictures'],2020-04-11,12.0,Finished Airing,Manga,1,2.2648832258100344,2020.0
2001,Tengen Toppa Gurren Lagann,TV,Original,8.63,893076.0,78.0,64.0,1597761.0,77949.0,['Gainax'],2007-04-01,27.0,Finished Airing,Original,3,2.2648832258100344,2007.0
28891,Haikyuu!! Second Season,TV,Manga,8.63,932656.0,77.0,87.0,1413090.0,15642.0,['Production I.G'],2015-10-04,25.0,Finished Airing,Manga,1,2.2648832258100344,2015.0
34591,Natsume Yuujinchou Roku,TV,Manga,8.62,67417.0,80.0,1276.0,184397.0,1083.0,['Shuka'],2017-04-12,11.0,Finished Airing,Manga,1,2.263844264677615,2017.0
22135,Ping Pong the Animation,TV,Manga,8.62,182394.0,81.0,584.0,389821.0,15801.0,['Tatsunoko Production'],2014-04-11,11.0,Finished Airing,Manga,1,2.263844264677615,2014.0
1535,Death Note,TV,Manga,8.62,2717134.0,83.0,2.0,3859075.0,172676.0,['Madhouse'],2006-10-04,37.0,Finished Airing,Manga,1,2.263844264677615,2006.0
35760,Shingeki no Kyojin Season 3,TV,Manga,8.62,1590187.0,82.0,18.0,2334299.0,20581.0,['Wit Studio'],2018-07-23,24.0,Finished Airing,Manga,1,2.263844264677615,2018.0
40748,Jujutsu Kaisen,TV,Manga,8.61,1624104.0,84.0,15.0,2481679.0,89125.0,['MAPPA'],2020-10-03,12.0,Finished Airing,Manga,1,2.262804222982201,2020.0
56285,Ninja Kamui,TV,Original,8.6,7564.0,88.0,3138.0,48036.0,349.0,['E&H Production'],2024-02-11,1.0,Finished Airing,Original,3,2.2617630984737906,2024.0
33,Kenpuu Denki Berserk,TV,Manga,8.58,348113.0,93.0,317.0,648736.0,27298.0,['OLM'],1997-10-08,11.0,Finished Airing,Manga,1,2.259677591982769,1997.0
32983,Natsume Yuujinchou Go,TV,Manga,8.57,74374.0,97.0,1278.0,184280.0,823.0,['Shuka'],2016-10-05,1.0,Finished Airing,Manga,1,2.258633205464863,2016.0
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV,Manga,8.57,675475.0,100.0,153.0,1010423.0,31561.0,['David Production'],2018-10-06,13.0,Finished Airing,Manga,1,2.258633205464863,2018.0
28735,Shouwa Genroku Rakugo Shinjuu,TV,Manga,8.56,93643.0,101.0,829.0,289508.0,5818.0,['Studio Deen'],2016-01-09,11.0,Finished Airing,Manga,1,2.25758772706331,2016.0
7785,Yojouhan Shinwa Taikei,TV,Novel,8.56,143869.0,102.0,499.0,446327.0,18174.0,['Madhouse'],2010-04-23,1.0,Finished Airing,Novel,2,2.25758772706331,2010.0
11741,Fate/Zero 2nd Season,TV,Light novel,8.55,706425.0,105.0,132.0,1108679.0,20373.0,['ufotable'],2012-04-08,25.0,Finished Airing,Novel,2,2.256541154492639,2012.0
40417,Fruits Basket 2nd Season,TV,Manga,8.55,256787.0,106.0,434.0,502234.0,5977.0,['TMS Entertainment'],2020-04-07,12.0,Finished Airing,Manga,1,2.256541154492639,2020.0
170,Slam Dunk,TV,Manga,8.55,134818.0,104.0,800.0,297198.0,7198.0,['Toei Animation'],1993-10-16,12.0,Finished Airing,Manga,1,2.256541154492639,1993.0
40776,Haikyuu!! To the Top Part 2,TV,Manga,8.55,474114.0,107.0,230.0,801010.0,6078.0,['Production I.G'],2020-10-03,47.0,Finished Airing,Manga,1,2.256541154492639,2020.0
877,Nana,TV,Manga,8.55,250614.0,109.0,307.0,656220.0,29327.0,['Madhouse'],2006-04-05,1.0,Finished Airing,Manga,1,2.256541154492639,2006.0
16498,Shingeki no Kyojin,TV,Manga,8.54,2767640.0,113.0,1.0,3901731.0,170415.0,['Wit Studio'],2013-04-07,1.0,Finished Airing,Manga,1,2.255493485460195,2013.0
38474,Yuru Camp△ Season 2,TV,Manga,8.53,93298.0,117.0,1085.0,218742.0,3001.0,['C-Station'],2021-01-07,23.0,Finished Airing,Manga,1,2.254444717666111,2021.0
30484,Steins;Gate 0,TV,Visual novel,8.53,421689.0,116.0,197.0,862416.0,11751.0,['White Fox'],2018-04-12,25.0,Finished Airing,Novel,2,2.254444717666111,2018.0
12365,Bakuman. 3rd Season,TV,Manga,8.53,193243.0,119.0,709.0,328277.0,2935.0,['J.C.Staff'],2012-10-06,13.0,Finished Airing,Manga,1,2.254444717666111,2012.0
35839,Sora yori mo Tooi Basho,TV,Original,8.52,214839.0,123.0,439.0,498420.0,13970.0,['Madhouse'],2018-01-02,1.0,Finished Airing,Original,3,2.253394848803274,2018.0
44511,Chainsaw Man,TV,Manga,8.52,798822.0,120.0,80.0,1465150.0,45960.0,['MAPPA'],2022-10-12,13.0,Finished Airing,Manga,1,2.253394848803274,2022.0
35843,Gintama.: Porori-hen,TV,Manga,8.52,101422.0,122.0,1178.0,199642.0,902.0,['Bandai Namco Pictures'],2017-10-02,1.0,Finished Airing,Manga,1,2.253394848803274,2017.0
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,Manga,8.52,103623.0,125.0,1058.0,226013.0,3160.0,['Production I.G'],2004-01-01,23.0,Finished Airing,Manga,1,2.253394848803274,2004.0
40834,Ousama Ranking,TV,Web manga,8.52,331322.0,126.0,333.0,629147.0,12539.0,['Wit Studio'],2021-10-15,12.0,Finished Airing,Manga,1,2.253394848803274,2021.0
25777,Shingeki no Kyojin Season 2,TV,Manga,8.51,1844440.0,128.0,12.0,2687285.0,21513.0,['Wit Studio'],2017-04-01,1.0,Finished Airing,Manga,1,2.252343876557299,2017.0
205,Samurai Champloo,TV,Original,8.51,632390.0,127.0,110.0,1228493.0,37597.0,['Manglobe'],2004-05-20,12.0,Finished Airing,Original,3,2.252343876557299,2004.0
37779,Yakusoku no Neverland,TV,Manga,8.5,1272495.0,133.0,38.0,1945507.0,32394.0,['CloverWorks'],2019-01-10,39.0,Finished Airing,Manga,1,2.2512917986064953,2019.0
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,Manga,8.5,765903.0,130.0,131.0,1109180.0,39299.0,['David Production'],2016-04-02,12.0,Finished Airing,Manga,1,2.2512917986064953,2016.0
30276,One Punch Man,TV,Web manga,8.5,2211486.0,131.0,4.0,3181469.0,64011.0,['Madhouse'],2015-10-05,1.0,Finished Airing,Manga,1,2.2512917986064953,2015.0
12431,Uchuu Kyoudai,TV,Manga,8.49,52386.0,135.0,1219.0,192968.0,3843.0,['A-1 Pictures'],2012-04-01,25.0,Finished Airing,Manga,1,2.2502386126218363,2012.0
32182,Mob Psycho 100,TV,Web manga,8.49,1258294.0,138.0,31.0,2046982.0,47515.0,['Bones'],2016-07-11,12.0,Finished Airing,Manga,1,2.2502386126218363,2016.0
30654,Ansatsu Kyoushitsu 2nd Season,TV,Manga,8.49,883039.0,136.0,84.0,1417720.0,17543.0,['Lerche'],2016-01-08,25.0,Finished Airing,Manga,1,2.2502386126218363,2016.0
47194,Summertime Render,TV,Manga,8.49,208499.0,134.0,428.0,508544.0,8602.0,['OLM'],2022-04-15,1.0,Finished Airing,Manga,1,2.2502386126218363,2022.0
3297,Aria the Origination,TV,Manga,8.48,31771.0,141.0,1718.0,128000.0,4131.0,['HAL Film Maker'],2008-01-08,26.0,Finished Airing,Manga,1,2.2491843162669305,2008.0
38000,Kimetsu no Yaiba,TV,Manga,8.48,2060024.0,139.0,7.0,2979591.0,90904.0,['ufotable'],2019-04-06,24.0,Finished Airing,Manga,1,2.2491843162669305,2019.0
36649,Banana Fish,TV,Manga,8.47,367609.0,142.0,203.0,852426.0,29987.0,['MAPPA'],2018-07-06,26.0,Finished Airing,Manga,1,2.248128907197987,2018.0
6114,Rainbow: Nisha Rokubou no Shichinin,TV,Manga,8.47,156078.0,145.0,578.0,392871.0,8402.0,['Madhouse'],2010-04-07,2.0,Finished Airing,Manga,1,2.248128907197987,2010.0
392,Yuu☆Yuu☆Hakusho,TV,Manga,8.46,327796.0,148.0,292.0,682344.0,22771.0,['Pierrot'],1992-10-10,112.0,Finished Airing,Manga,1,2.247072383063787,1992.0
37379,Chihayafuru 3,TV,Manga,8.46,61886.0,149.0,1604.0,139376.0,1538.0,['Madhouse'],2019-10-23,24.0,Finished Airing,Manga,1,2.247072383063787,2019.0
10165,Nichijou,TV,Manga,8.46,364580.0,147.0,189.0,886918.0,23549.0,['Kyoto Animation'],2011-04-03,26.0,Finished Airing,Manga,1,2.247072383063787,2011.0
31181,Owarimonogatari,TV,Light novel,8.45,233132.0,154.0,469.0,474394.0,2854.0,['Shaft'],2015-10-04,12.0,Finished Airing,Novel,2,2.2460147415056513,2015.0
50330,Bungou Stray Dogs 4th Season,TV,Manga,8.45,102047.0,150.0,864.0,276780.0,3143.0,['Bones'],2023-01-04,12.0,Finished Airing,Manga,1,2.2460147415056513,2023.0
40059,Golden Kamuy 3rd Season,TV,Manga,8.45,81273.0,151.0,1392.0,166323.0,1455.0,['Geno Studio'],2020-10-05,1.0,Finished Airing,Manga,1,2.2460147415056513,2020.0
36999,Zoku Owarimonogatari,TV,Light novel,8.44,105973.0,156.0,1066.0,223707.0,981.0,['Shaft'],2019-05-19,24.0,Finished Airing,Novel,2,2.244955980157409,2019.0
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,Manga,8.44,782000.0,158.0,133.0,1100124.0,20493.0,['David Production'],2015-01-10,1.0,Finished Airing,Manga,1,2.244955980157409,2015.0
20583,Haikyuu!!,TV,Manga,8.44,1211581.0,157.0,37.0,1946238.0,72835.0,['Production I.G'],2014-04-06,25.0,Finished Airing,Manga,1,2.244955980157409,2014.0
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,Light novel,8.43,508845.0,161.0,194.0,872295.0,12366.0,['White Fox'],2021-01-06,12.0,Finished Airing,Novel,2,2.2438960966453663,2021.0
37105,Grand Blue,TV,Manga,8.43,413059.0,164.0,243.0,769077.0,19382.0,['Zero-G'],2018-07-14,12.0,Finished Airing,Manga,1,2.2438960966453663,2018.0
38889,Kono Oto Tomare! Part 2,TV,Manga,8.42,92933.0,165.0,1338.0,174797.0,1727.0,['Platinum Vision'],2019-10-06,13.0,Finished Airing,Manga,1,2.2428350885882717,2019.0
2246,Mononoke,TV,Original,8.42,92418.0,167.0,729.0,323917.0,8236.0,['Toei Animation'],2007-07-13,26.0,Finished Airing,Original,3,2.2428350885882717,2007.0
467,Koukaku Kidoutai: Stand Alone Complex,TV,Manga,8.42,163599.0,166.0,574.0,394711.0,8571.0,['Production I.G'],2002-10-01,1.0,Finished Airing,Manga,1,2.2428350885882717,2002.0
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,TV,Light novel,8.41,158501.0,172.0,732.0,322572.0,4090.0,['Nexus'],2023-10-04,2.0,Finished Airing,Novel,2,2.2417729535972883,2023.0
49721,Karakai Jouzu no Takagi-san 3,TV,Manga,8.41,81443.0,174.0,1288.0,183117.0,2318.0,['Shin-Ei Animation'],2022-01-08,62.0,Finished Airing,Manga,1,2.2417729535972883,2022.0
136,Hunter x Hunter,TV,Manga,8.41,285796.0,177.0,367.0,585850.0,10918.0,['Nippon Animation'],1999-10-16,1.0,Finished Airing,Manga,1,2.2417729535972883,1999.0
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,Manga,8.41,1082726.0,173.0,52.0,1715805.0,39286.0,['A-1 Pictures'],2019-01-12,2.0,Finished Airing,Manga,1,2.2417729535972883,2019.0
5028,Major S5,TV,Manga,8.4,41229.0,180.0,2542.0,70577.0,634.0,['SynergySP'],2009-01-10,13.0,Finished Airing,Manga,1,2.2407096892759584,2009.0
46095,Vivy: Fluorite Eye's Song,TV,Original,8.4,239553.0,179.0,411.0,529670.0,10607.0,['Wit Studio'],2021-04-03,1.0,Finished Airing,Original,3,2.2407096892759584,2021.0
35557,Houseki no Kuni,TV,Manga,8.39,194928.0,187.0,487.0,455518.0,13362.0,['Orange'],2017-10-07,12.0,Finished Airing,Manga,1,2.2396452932201716,2017.0
37965,Kaze ga Tsuyoku Fuiteiru,TV,Novel,8.39,136123.0,184.0,793.0,297996.0,6004.0,['Production I.G'],2018-10-03,23.0,Finished Airing,Novel,2,2.2396452932201716,2018.0
5941,Cross Game,TV,Manga,8.38,50626.0,192.0,1755.0,123748.0,3042.0,['SynergySP'],2009-04-05,22.0,Finished Airing,Manga,1,2.238579763018133,2009.0
31646,3-gatsu no Lion,TV,Manga,8.38,279201.0,189.0,295.0,673196.0,15527.0,['Shaft'],2016-10-08,25.0,Finished Airing,Manga,1,2.238579763018133,2016.0
14397,Chihayafuru 2,TV,Manga,8.38,129180.0,190.0,1020.0,234111.0,1622.0,['Madhouse'],2013-01-12,7.0,Finished Airing,Manga,1,2.238579763018133,2013.0
49926,Kimetsu no Yaiba: Mugen Ressha-hen,TV,Manga,8.38,435277.0,195.0,266.0,727432.0,4214.0,['ufotable'],2021-10-10,1.0,Finished Airing,Manga,1,2.238579763018133,2021.0
39551,Tensei shitara Slime Datta Ken 2nd Season,TV,Manga,8.38,540503.0,193.0,167.0,936287.0,10671.0,['8bit'],2021-01-12,8.0,Finished Airing,Manga,1,2.238579763018133,2021.0
39808,Non Non Biyori Nonstop,TV,Manga,8.37,46501.0,200.0,1766.0,122898.0,944.0,['SILVER LINK.'],2021-01-11,1.0,Finished Airing,Manga,1,2.2375130962503307,2021.0
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,Light novel,8.37,793175.0,199.0,101.0,1285062.0,32915.0,['Studio Bind'],2021-01-11,12.0,Finished Airing,Novel,2,2.2375130962503307,2021.0
22789,Barakamon,TV,Web manga,8.37,338349.0,201.0,304.0,658320.0,12917.0,['Kinema Citrus'],2014-07-06,1.0,Finished Airing,Manga,1,2.2375130962503307,2014.0
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV,Light novel,8.36,395376.0,208.0,274.0,719688.0,13953.0,['feel.'],2020-07-10,12.0,Finished Airing,Novel,2,2.2364452904895007,2020.0
9756,Mahou Shoujo Madoka★Magica,TV,Original,8.36,746539.0,206.0,102.0,1276268.0,54660.0,['Shaft'],2011-01-07,13.0,Finished Airing,Original,3,2.2364452904895007,2011.0
38883,Haikyuu!! To the Top,TV,Manga,8.36,567592.0,204.0,171.0,922713.0,5188.0,['Production I.G'],2020-01-11,13.0,Finished Airing,Manga,1,2.2364452904895007,2020.0
55644,Dr. Stone: New World Part 2,TV,Manga,8.34,109574.0,219.0,979.0,243635.0,1184.0,['TMS Entertainment'],2023-10-12,26.0,Finished Airing,Manga,1,2.234306252240751,2023.0
46654,IDOLiSH7 Third Beat! Part 2,TV,Game,8.34,3977.0,220.0,5602.0,13499.0,224.0,['TROYCA'],2022-10-02,11.0,Finished Airing,Game,4,2.234306252240751,2022.0
10162,Usagi Drop,TV,Manga,8.34,242653.0,216.0,443.0,492609.0,6003.0,['Production I.G'],2011-07-08,26.0,Finished Airing,Manga,1,2.234306252240751,2011.0
10030,Bakuman. 2nd Season,TV,Manga,8.34,211439.0,218.0,661.0,351755.0,1382.0,['J.C.Staff'],2011-10-01,25.0,Finished Airing,Manga,1,2.234306252240751,2011.0
5040,One Outs,TV,Manga,8.33,114852.0,227.0,1006.0,236722.0,4042.0,['Madhouse'],2008-10-08,25.0,Finished Airing,Manga,1,2.2332350148592526,2008.0
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,Light novel,8.33,634163.0,229.0,135.0,1092164.0,11540.0,['White Fox'],2020-07-08,13.0,Finished Airing,Novel,2,2.2332350148592526,2020.0
2559,Romeo no Aoi Sora,TV,Novel,8.33,17226.0,230.0,3079.0,49696.0,653.0,['Nippon Animation'],1995-01-15,33.0,Finished Airing,Novel,2,2.2332350148592526,1995.0
5081,Bakemonogatari,TV,Light novel,8.33,726713.0,222.0,91.0,1390227.0,48988.0,['Shaft'],2009-07-03,15.0,Finished Airing,Novel,2,2.2332350148592526,2009.0
22535,Kiseijuu: Sei no Kakuritsu,TV,Manga,8.33,1144822.0,224.0,42.0,1849824.0,34478.0,['Madhouse'],2014-10-09,24.0,Finished Airing,Manga,1,2.2332350148592526,2014.0
13601,Psycho-Pass,TV,Original,8.33,780114.0,228.0,62.0,1619971.0,38737.0,['Production I.G'],2012-10-12,40.0,Finished Airing,Original,3,2.2332350148592526,2012.0
338,Versailles no Bara,TV,Manga,8.33,29351.0,233.0,2085.0,96750.0,2985.0,['Tokyo Movie Shinsha'],1979-10-10,12.0,Finished Airing,Manga,1,2.2332350148592526,1979.0
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,Manga,8.33,425893.0,231.0,261.0,740925.0,10792.0,['8bit'],2021-07-06,1.0,Finished Airing,Manga,1,2.2332350148592526,2021.0
28701,Fate/stay night: Unlimited Blade Works 2nd Season,TV,Visual novel,8.32,560082.0,236.0,206.0,847276.0,9209.0,['ufotable'],2015-04-05,39.0,Finished Airing,Novel,2,2.2321626286975,2015.0
17389,Kingdom 2nd Season,TV,Manga,8.32,60956.0,238.0,1746.0,124615.0,855.0,['Pierrot'],2013-06-08,25.0,Finished Airing,Manga,1,2.2321626286975,2013.0
7655,Major S6,TV,Manga,8.32,36620.0,239.0,2726.0,62499.0,472.0,['SynergySP'],2010-04-03,1.0,Finished Airing,Manga,1,2.2321626286975,2010.0
39533,Given,TV,Manga,8.32,307954.0,237.0,380.0,563640.0,17020.0,['Lerche'],2019-07-12,1.0,Finished Airing,Manga,1,2.2321626286975,2019.0
31988,Hibike! Euphonium 2,TV,Novel,8.31,117404.0,248.0,1060.0,225554.0,3594.0,['Kyoto Animation'],2016-10-06,12.0,Finished Airing,Novel,2,2.231089091288976,2016.0
6594,Katanagatari,TV,Light novel,8.31,213445.0,242.0,385.0,558756.0,10935.0,['White Fox'],2010-01-26,25.0,Finished Airing,Novel,2,2.231089091288976,2010.0
49918,Boku no Hero Academia 6th Season,TV,Manga,8.31,291105.0,247.0,340.0,620033.0,7057.0,['Bones'],2022-10-01,8.0,Finished Airing,Manga,1,2.231089091288976,2022.0
1210,NHK ni Youkoso!,TV,Novel,8.31,333064.0,245.0,263.0,736662.0,26617.0,['Gonzo'],2006-07-10,51.0,Finished Airing,Novel,2,2.231089091288976,2006.0
2402,Ashita no Joe,TV,Manga,8.3,23440.0,251.0,2175.0,91040.0,1973.0,['Mushi Production'],1970-04-01,25.0,Finished Airing,Manga,1,2.2300144001592104,1970.0
24415,Kuroko no Basket 3rd Season,TV,Manga,8.3,467952.0,259.0,252.0,755902.0,5096.0,['Production I.G'],2015-01-11,20.0,Finished Airing,Manga,1,2.2300144001592104,2015.0
